http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	DOI	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L49	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2385	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	63.2257	25.6446	High	Astacus astacus	Aphanomyces astaci	2006	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L50	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2386	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	62.8139	25.5304	High	Astacus astacus	Aphanomyces astaci	1996	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L51	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2387	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	62.8625	26.2878	High	Astacus astacus	Aphanomyces astaci	2001	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L52	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2388	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	62.8995	27.0817	High	Astacus astacus	Aphanomyces astaci	2002	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L53	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2389	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	63.0623	26.9977	High	Astacus astacus	Aphanomyces astaci	2002	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L54	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2390	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.6604	26.214	High	Astacus astacus	Aphanomyces astaci	2000	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L55	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2391	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.6152	26.3129	High	Astacus astacus	Aphanomyces astaci	2001	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L56	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2392	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.6532	23.7841	High	Astacus astacus	Aphanomyces astaci	2005	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L57	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2393	10.1016/j.fgb.2012.05.014	Makkonen, J., Jussila, J., & Kokko, H. (2012). The diversity of the pathogenic Oomycete (Aphanomyces astaci) chitinase genes within the genotypes indicate adaptation to its hosts. Fungal Genetics and Biology, 49(8), 635-642.	61.6532	23.7841	High	Astacus astacus	Aphanomyces astaci	2005	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L58	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2394	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.834	22.485	High	Astacus astacus	Aphanomyces astaci	2005	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L59	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2395	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.7468	22.228	High	Astacus astacus	Aphanomyces astaci	2006	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L60	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2396	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	63.4927	23.3237	High	Astacus astacus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L61	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2397	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	63.3096	23.5849	High	Astacus astacus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L62	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2398	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	63.148	23.6706	High	Astacus astacus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L63	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2399	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	63.4633	23.7746	High	Astacus astacus	Aphanomyces astaci	2003	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L64	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2400	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	63.4633	23.7746	High	Astacus astacus	Aphanomyces astaci	2003	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L65	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2401	10.1016/j.fgb.2012.05.014	Makkonen, J., Jussila, J., & Kokko, H. (2012). The diversity of the pathogenic Oomycete (Aphanomyces astaci) chitinase genes within the genotypes indicate adaptation to its hosts. Fungal Genetics and Biology, 49(8), 635-642.	64.0509	25.5277	High	Astacus astacus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L66	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2402	10.1016/j.fgb.2012.05.014	Makkonen, J., Jussila, J., & Kokko, H. (2012). The diversity of the pathogenic Oomycete (Aphanomyces astaci) chitinase genes within the genotypes indicate adaptation to its hosts. Fungal Genetics and Biology, 49(8), 635-642.	63.8933	25.7819	High	Astacus astacus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L67	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2403	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	63.588	25.9354	High	Astacus astacus	Aphanomyces astaci	2003	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L68	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2404	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	63.588	25.9354	High	Astacus astacus	Aphanomyces astaci	2006	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L69	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2405	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	64.4395	27.4371	High	Astacus astacus	Aphanomyces astaci	2005	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L70	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2406	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	65.5161	28.5789	High	Astacus astacus	Aphanomyces astaci	2004	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L71	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2407	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	66.0867	24.7974	High	Astacus astacus	Aphanomyces astaci	2006	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L72	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2408	10.1016/j.fgb.2012.05.014	Makkonen, J., Jussila, J., & Kokko, H. (2012). The diversity of the pathogenic Oomycete (Aphanomyces astaci) chitinase genes within the genotypes indicate adaptation to its hosts. Fungal Genetics and Biology, 49(8), 635-642.	61.2467	27.1129	High	Astacus astacus	Aphanomyces astaci	1999	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L73	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2409	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	62.9751	27.8411	High	Astacus astacus	Aphanomyces astaci	2001	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L74	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2410	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	63.1278	28.8443	High	Astacus astacus	Aphanomyces astaci	1996	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L75	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2411	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	60.641	26.4727	High	Astacus astacus	Aphanomyces astaci	2005	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L76	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2412	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.2838	26.5601	High	Astacus astacus	Aphanomyces astaci	2000	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L77	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2413	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.0957	25.533	High	Astacus astacus	Aphanomyces astaci	2000	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L78	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2414	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.5176	25.9269	High	Astacus astacus	Aphanomyces astaci	2000	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L79	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2415	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.6322	26.2863	High	Astacus astacus	Aphanomyces astaci	2000	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L80	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2416	10.1016/j.fgb.2012.05.014	Makkonen, J., Jussila, J., & Kokko, H. (2012). The diversity of the pathogenic Oomycete (Aphanomyces astaci) chitinase genes within the genotypes indicate adaptation to its hosts. Fungal Genetics and Biology, 49(8), 635-642.	61.4844	26.223	High	Astacus astacus	Aphanomyces astaci	2003	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L81	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2417	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.0631	26.6768	High	Astacus astacus	Aphanomyces astaci	2001	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L82	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2418	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.8061	26.3843	High	Astacus astacus	Aphanomyces astaci	2002	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L83	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2419	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.8939	27.1067	High	Astacus astacus	Aphanomyces astaci	2000	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L84	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2420	10.3354/dao02575	Viljamaa-Dirks, S., Heinikainen, S., Torssonen, H., Pursiainen, M., Mattila, J., & Pelkonen, S. (2013). Distribution and epidemiology of genotypes of the crayfish plague agent Aphanomyces astaci from noble crayfish Astacus astacus in Finland. Diseases of Aquatic Organisms, 103(3), 199-208.	61.2491	22.9192	High	Astacus astacus	Aphanomyces astaci	2000	Mihaela C. Ion
